sampleid,x,y
4126,862,1
4127,833,1
4128,959,1
4129,271,1
4130,427,1
4131,988,1
4132,618,1
4133,633,1
4134,928,1
4135,876,1
4136,218,1
4137,935,1
4138,41,1
4139,489,1
4140,115,1
4141,47,1
4142,743,1
4143,62,1
4144,514,1
4145,235,1
4146,828,1
4147,74,1
4148,48,1
4149,223,1
4150,821,1
4151,224,1
4152,414,1
4153,749,1
4154,922,1
4155,255,1
4156,262,1
4157,242,1
4158,359,1
4159,490,1
4160,234,1
4161,194,1
4162,322,1
4163,461,1
4164,812,1
4165,87,1
4166,789,1
4167,659,1
4168,26,1
4169,260,1
4170,357,1
4171,992,1
4172,999,1
4173,988,1
4174,160,1
4175,882,1
4176,960,1
4177,633,1
4178,245,1
4179,310,1
4180,566,1
4181,628,1
4182,653,1
4183,662,1
4184,717,1
4185,275,1
4186,268,1
4187,981,1
4188,34,1
4189,184,1
4190,261,1
4191,588,1
4192,517,1
4193,868,1
4194,320,1
4195,524,1
4196,469,1
4197,141,1
4198,699,1
4199,34,1
4200,787,1
4201,870,1
4202,240,1
4203,619,1
4204,325,1
4205,933,1
4206,723,1
4207,83,1
4208,61,1
4209,203,1
4210,204,1
4211,1014,0
4212,382,1
4213,307,1
4214,659,1
4215,121,1
4216,815,1
4217,760,1
4218,987,1
4219,224,1
4220,143,1
4221,620,1
4222,1018,0
4223,696,1
4224,731,1
4225,702,1
4226,696,1
4227,821,1
4228,488,1
4229,79,1
4230,173,1
4231,878,1
4232,812,1
4233,759,1
4234,578,1
4235,847,1
4236,889,1
4237,458,1
4238,724,1
4239,390,1
4240,625,1
4241,797,1
4242,244,1
4243,1002,0
4244,711,1
4245,237,1
4246,408,1
4247,605,1
4248,984,1
4249,387,1
4250,585,1
4251,658,1
4252,509,1
4253,748,1
4254,794,1
4255,433,1
4256,744,1
4257,546,1
4258,507,1
4259,629,1
4260,500,1
4261,577,1
4262,206,1
4263,1011,0
4264,670,1
4265,1002,0
4266,569,1
4267,926,1
4268,910,1
4269,693,1
4270,888,1
4271,658,1
4272,860,1
4273,931,1
4274,631,1
4275,784,1
4276,46,1
4277,121,1
4278,184,1
4279,783,1
4280,72,1
4281,341,1
4282,395,1
4283,795,1
4284,257,1
4285,326,1
4286,92,1
4287,654,1
4288,290,1
4289,634,1
4290,663,1
4291,73,1
4292,450,1
4293,324,1
4294,335,1
4295,879,1
4296,471,1
4297,167,1
4298,954,1
4299,518,1
4300,142,1
4301,275,1
4302,146,1
4303,1020,0
4304,880,1
4305,726,1
4306,554,1
4307,122,1
4308,707,1
4309,404,1
4310,552,1
4311,669,1
4312,495,1
4313,964,1
4314,375,1
4315,152,1
4316,635,1
4317,50,1
4318,796,1
4319,418,1
4320,644,1
4321,767,1
4322,961,1
4323,794,1
4324,919,1
4325,764,1
4326,437,1
4327,430,1
4328,932,1
4329,925,1
4330,611,1
4331,773,1
4332,618,1
4333,865,1
4334,90,1
4335,965,1
4336,905,1
4337,1015,0
4338,506,1
4339,476,1
4340,128,1
4341,571,1
4342,740,1
4343,172,1
4344,187,1
4345,812,1
4346,455,1
4347,739,1
4348,408,1
4349,995,1
4350,37,1
4351,497,1
4352,236,1
4353,833,1
4354,444,1
4355,101,1
4356,221,1
4357,272,1
4358,71,1
4359,19,1
4360,519,1
4361,437,1
4362,765,1
4363,403,1
4364,369,1
4365,176,1
4366,692,1
4367,764,1
4368,100,1
4369,495,1
4370,753,1
4371,286,1
4372,801,1
4373,979,1
4374,930,1
4375,864,1
4376,1021,0
4377,65,1
4378,615,1
4379,97,1
4380,674,1
4381,474,1
4382,337,1
4383,594,1
4384,59,1
4385,552,1
4386,955,1
4387,788,1
4388,170,1
4389,993,1
4390,931,1
4391,177,1
4392,536,1
4393,828,1
4394,1019,0
4395,764,1
4396,472,1
4397,860,1
4398,608,1
4399,562,1
4400,158,1
4401,1023,0
4402,450,1
4403,23,1
4404,661,1
4405,895,1
4406,816,1
4407,672,1
4408,285,1
4409,510,1
4410,932,1
4411,968,1
4412,945,1
4413,812,1
4414,668,1
4415,245,1
4416,374,1
4417,964,1
4418,1018,0
4419,35,1
4420,611,1
4421,1008,0
4422,775,1
4423,385,1
4424,938,1
4425,766,1
4426,493,1
4427,878,1
4428,766,1
4429,420,1
4430,466,1
4431,558,1
4432,895,1
4433,591,1
4434,239,1
4435,990,1
4436,692,1
4437,289,1
4438,868,1
4439,680,1
4440,426,1
4441,329,1
4442,828,1
4443,248,1
4444,44,1
4445,832,1
4446,117,1
4447,665,1
4448,958,1
4449,60,1
4450,669,1
4451,179,1
4452,50,1
4453,919,1
4454,679,1
4455,97,1
4456,527,1
4457,428,1
4458,675,1
4459,78,1
4460,452,1
4461,806,1
4462,431,1
4463,976,1
4464,30,1
4465,468,1
4466,705,1
4467,621,1
4468,76,1
4469,544,1
4470,334,1
4471,701,1
4472,895,1
4473,960,1
4474,533,1
4475,959,1
4476,306,1
4477,425,1
4478,36,1
4479,554,1
4480,471,1
4481,900,1
4482,669,1
4483,422,1
4484,913,1
4485,980,1
4486,824,1
4487,1024,0
4488,515,1
4489,801,1
4490,744,1
4491,962,1
4492,429,1
4493,942,1
4494,446,1
4495,1005,0
4496,568,1
4497,858,1
4498,771,1
4499,540,1
4500,5,1
4501,930,1
4502,548,1
4503,99,1
4504,456,1
4505,266,1
4506,616,1
4507,897,1
4508,346,1
4509,165,1
4510,487,1
4511,367,1
4512,486,1
4513,237,1
4514,917,1
4515,35,1
4516,25,1
4517,641,1
4518,204,1
4519,468,1
4520,794,1
4521,450,1
4522,998,1
4523,620,1
4524,504,1
4525,706,1
4526,227,1
4527,871,1
4528,609,1
4529,225,1
4530,129,1
4531,1008,0
4532,810,1
4533,720,1
4534,407,1
4535,726,1
4536,668,1
4537,262,1
4538,866,1
4539,537,1
4540,515,1
4541,461,1
4542,718,1
4543,284,1
4544,527,1
4545,364,1
4546,683,1
4547,380,1
4548,867,1
4549,700,1
4550,928,1
4551,784,1
4552,774,1
4553,529,1
4554,147,1
4555,179,1
4556,649,1
4557,424,1
4558,8,1
4559,250,1
4560,363,1
4561,946,1
4562,874,1
4563,106,1
4564,885,1
4565,357,1
4566,502,1
4567,288,1
4568,927,1
4569,670,1
4570,262,1
4571,626,1
4572,305,1
4573,414,1
4574,777,1
4575,538,1
4576,936,1
4577,431,1
4578,677,1
4579,522,1
4580,229,1
4581,980,1
4582,778,1
4583,472,1
4584,207,1
4585,235,1
4586,878,1
4587,937,1
4588,999,1
4589,398,1
4590,536,1
4591,960,1
4592,592,1
4593,38,1
4594,289,1
4595,847,1
4596,76,1
4597,1008,0
4598,534,1
4599,233,1
4600,766,1
4601,937,1
4602,480,1
4603,67,1
4604,669,1
4605,59,1
4606,898,1
4607,12,1
4608,471,1
4609,361,1
4610,666,1
4611,1001,0
4612,828,1
4613,535,1
4614,355,1
4615,818,1
4616,233,1
4617,535,1
4618,831,1
4619,216,1
4620,858,1
4621,759,1
4622,653,1
4623,818,1
4624,187,1
4625,417,1
4626,157,1
4627,645,1
4628,829,1
4629,527,1
4630,991,1
4631,477,1
4632,676,1
4633,100,1
4634,406,1
4635,300,1
4636,671,1
4637,279,1
4638,126,1
4639,297,1
4640,961,1
4641,92,1
4642,628,1
4643,166,1
4644,293,1
4645,763,1
4646,857,1
4647,758,1
4648,439,1
4649,2,1
4650,376,1
4651,587,1
4652,174,1
4653,517,1
4654,664,1
4655,900,1
4656,300,1
4657,514,1
4658,413,1
4659,950,1
4660,624,1
4661,286,1
4662,55,1
4663,63,1
4664,648,1
4665,811,1
4666,367,1
4667,35,1
4668,538,1
4669,982,1
4670,439,1
4671,922,1
4672,951,1
4673,37,1
4674,979,1
4675,506,1
4676,360,1
4677,456,1
4678,970,1
4679,994,1
4680,587,1
4681,836,1
4682,452,1
4683,536,1
4684,992,1
4685,762,1
4686,56,1
4687,547,1
4688,414,1
4689,953,1
4690,753,1
4691,313,1
4692,759,1
4693,534,1
4694,906,1
4695,569,1
4696,633,1
4697,149,1
4698,737,1
4699,241,1
4700,49,1
4701,251,1
4702,650,1
4703,277,1
4704,317,1
4705,986,1
4706,0,1
4707,184,1
4708,522,1
4709,744,1
4710,423,1
4711,798,1
4712,714,1
4713,613,1
4714,841,1
4715,40,1
4716,741,1
4717,453,1
4718,479,1
4719,80,1
4720,916,1
4721,296,1
4722,451,1
4723,742,1
4724,34,1
4725,292,1
4726,712,1
4727,624,1
4728,612,1
4729,160,1
4730,206,1
4731,30,1
4732,4,1
4733,998,1
4734,740,1
4735,634,1
4736,869,1
4737,417,1
4738,309,1
4739,225,1
4740,8,1
4741,351,1
4742,616,1
4743,151,1
4744,228,1
4745,955,1
4746,573,1
4747,881,1
4748,765,1
4749,1003,0
4750,26,1
4751,399,1
4752,630,1
4753,486,1
4754,652,1
4755,522,1
4756,999,1
4757,298,1
4758,781,1
4759,446,1
4760,900,1
4761,1006,0
4762,145,1
4763,308,1
4764,5,1
4765,98,1
4766,581,1
4767,818,1
4768,176,1
4769,1006,0
4770,578,1
4771,416,1
4772,421,1
4773,916,1
4774,420,1
4775,203,1
4776,401,1
4777,69,1
4778,702,1
4779,852,1
4780,494,1
4781,184,1
4782,183,1
4783,832,1
4784,542,1
4785,411,1
4786,363,1
4787,324,1
4788,521,1
4789,951,1
4790,978,1
4791,435,1
4792,204,1
4793,70,1
4794,695,1
4795,866,1
4796,843,1
4797,420,1
4798,436,1
4799,548,1
4800,581,1
4801,496,1
4802,444,1
4803,694,1
4804,565,1
4805,470,1
4806,2,1
4807,133,1
4808,309,1
4809,841,1
4810,54,1
4811,56,1
4812,398,1
4813,541,1
4814,257,1
4815,345,1
4816,885,1
4817,878,1
4818,646,1
4819,410,1
4820,115,1
4821,571,1
4822,859,1
4823,800,1
4824,333,1
4825,998,1
4826,187,1
4827,776,1
4828,233,1
4829,831,1
4830,137,1
4831,1021,0
4832,438,1
4833,624,1
4834,603,1
4835,244,1
4836,312,1
4837,99,1
4838,846,1
4839,658,1
4840,678,1
4841,434,1
4842,149,1
4843,454,1
4844,152,1
4845,220,1
4846,56,1
4847,701,1
4848,5,1
4849,74,1
4850,828,1
4851,949,1
4852,414,1
4853,487,1
4854,878,1
4855,913,1
4856,866,1
4857,745,1
4858,256,1
4859,567,1
4860,3,1
4861,743,1
4862,284,1
4863,736,1
4864,481,1
4865,468,1
4866,552,1
4867,644,1
4868,146,1
4869,995,1
4870,895,1
4871,169,1
4872,221,1
4873,131,1
4874,675,1
4875,877,1
4876,477,1
4877,872,1
4878,575,1
4879,525,1
4880,25,1
4881,414,1
4882,391,1
4883,423,1
4884,565,1
4885,417,1
4886,813,1
4887,213,1
4888,676,1
4889,164,1
4890,207,1
4891,594,1
4892,647,1
4893,585,1
4894,865,1
4895,331,1
4896,1,1
4897,366,1
4898,975,1
4899,255,1
4900,348,1
4901,501,1
4902,727,1
4903,24,1
4904,875,1
4905,909,1
4906,144,1
4907,55,1
4908,378,1
4909,235,1
4910,478,1
4911,137,1
4912,290,1
4913,945,1
4914,535,1
4915,344,1
4916,903,1
4917,287,1
4918,226,1
4919,193,1
4920,843,1
4921,39,1
4922,181,1
4923,212,1
4924,308,1
4925,655,1
4926,751,1
4927,434,1
4928,537,1
4929,756,1
4930,740,1
4931,275,1
4932,513,1
4933,769,1
4934,891,1
4935,953,1
4936,583,1
4937,4,1
4938,354,1
4939,226,1
4940,654,1
4941,654,1
4942,228,1
4943,928,1
4944,356,1
4945,766,1
4946,121,1
4947,602,1
4948,642,1
4949,838,1
4950,28,1
4951,671,1
4952,559,1
4953,497,1
4954,783,1
4955,746,1
4956,266,1
4957,458,1
4958,620,1
4959,163,1
4960,350,1
4961,292,1
4962,647,1
4963,215,1
4964,232,1
4965,867,1
4966,177,1
4967,795,1
4968,878,1
4969,861,1
4970,459,1
4971,197,1
4972,929,1
4973,951,1
4974,11,1
4975,161,1
4976,216,1
4977,397,1
4978,7,1
4979,886,1
4980,686,1
4981,655,1
4982,320,1
4983,307,1
4984,39,1
4985,631,1
4986,327,1
4987,291,1
4988,78,1
4989,265,1
4990,675,1
4991,189,1
4992,776,1
4993,904,1
4994,558,1
4995,901,1
4996,546,1
4997,689,1
4998,469,1
4999,620,1
5000,303,1
5001,576,1
5002,928,1
5003,823,1
5004,974,1
5005,5,1
5006,992,1
5007,896,1
5008,226,1
5009,325,1
5010,733,1
5011,501,1
5012,356,1
5013,173,1
5014,526,1
5015,994,1
5016,3,1
5017,198,1
5018,497,1
5019,450,1
5020,353,1
5021,485,1
5022,927,1
5023,767,1
5024,880,1
5025,843,1
5026,636,1
5027,861,1
5028,459,1
5029,969,1
5030,64,1
5031,729,1
5032,410,1
5033,948,1
5034,941,1
5035,944,1
5036,93,1
5037,485,1
5038,977,1
5039,636,1
5040,971,1
5041,484,1
5042,198,1
5043,1002,0
5044,1016,0
5045,58,1
5046,379,1
5047,437,1
5048,968,1
5049,465,1
5050,707,1
5051,25,1
5052,340,1
5053,310,1
5054,506,1
5055,303,1
5056,562,1
5057,683,1
5058,960,1
5059,765,1
5060,139,1
5061,656,1
5062,762,1
5063,589,1
5064,590,1
5065,404,1
5066,169,1
5067,607,1
5068,103,1
5069,490,1
5070,61,1
5071,449,1
5072,219,1
5073,848,1
5074,846,1
5075,457,1
5076,822,1
5077,740,1
5078,482,1
5079,218,1
5080,563,1
5081,208,1
5082,633,1
5083,587,1
5084,297,1
5085,343,1
5086,736,1
5087,388,1
5088,491,1
5089,344,1
5090,282,1
5091,623,1
5092,697,1
5093,507,1
5094,758,1
5095,75,1
5096,468,1
5097,389,1
5098,515,1
5099,242,1
5100,823,1
5101,71,1
5102,712,1
5103,129,1
5104,628,1
5105,516,1
5106,869,1
5107,275,1
5108,505,1
5109,449,1
5110,754,1
5111,348,1
5112,910,1
5113,277,1
5114,648,1
5115,180,1
5116,948,1
5117,81,1
5118,994,1
5119,378,1
5120,280,1
5121,445,1
5122,887,1
5123,244,1
5124,877,1
5125,496,1
5126,643,1
5127,431,1
5128,213,1
5129,729,1
5130,678,1
5131,667,1
5132,480,1
5133,927,1
5134,238,1
5135,831,1
5136,899,1
5137,300,1
5138,573,1
5139,954,1
5140,1015,0
5141,461,1
5142,812,1
5143,954,1
5144,320,1
5145,520,1
5146,590,1
5147,280,1
5148,104,1
5149,604,1
5150,666,1
5151,689,1
5152,808,1
5153,332,1
5154,525,1
5155,828,1
5156,606,1
5157,717,1
5158,886,1
5159,491,1
5160,908,1
5161,320,1
5162,507,1
5163,645,1
5164,626,1
5165,285,1
5166,344,1
5167,1003,0
5168,831,1
5169,317,1
5170,663,1
5171,470,1
5172,1005,0
5173,3,1
5174,344,1
5175,332,1
5176,536,1
5177,216,1
5178,789,1
5179,659,1
5180,955,1
5181,885,1
5182,907,1
5183,931,1
5184,958,1
5185,662,1
5186,534,1
5187,121,1
5188,13,1
5189,439,1
5190,934,1
5191,788,1
5192,607,1
5193,507,1
5194,315,1
5195,629,1
5196,216,1
5197,233,1
5198,555,1
5199,801,1
5200,925,1
5201,428,1
5202,854,1
5203,845,1
5204,855,1
5205,996,1
5206,214,1
5207,159,1
5208,485,1
5209,317,1
5210,1013,0
5211,467,1
5212,734,1
5213,86,1
5214,224,1
5215,321,1
5216,669,1
5217,440,1
5218,270,1
5219,287,1
5220,914,1
5221,519,1
5222,38,1
5223,131,1
5224,317,1
5225,801,1
5226,231,1
5227,563,1
5228,983,1
5229,783,1
5230,380,1
5231,924,1
5232,533,1
5233,234,1
5234,425,1
5235,340,1
5236,865,1
5237,636,1
5238,126,1
5239,60,1
5240,263,1
5241,117,1
5242,116,1
5243,964,1
5244,551,1
5245,275,1
5246,477,1
5247,618,1
5248,403,1
5249,390,1
5250,229,1
5251,912,1
5252,1018,0
5253,742,1
5254,486,1
5255,399,1
5256,806,1
5257,955,1
5258,950,1
5259,1016,0
5260,963,1
5261,420,1
5262,330,1
5263,610,1
5264,690,1
5265,318,1
5266,902,1
5267,34,1
5268,319,1
5269,428,1
5270,791,1
5271,13,1
5272,959,1
5273,342,1
5274,959,1
5275,56,1
5276,691,1
5277,556,1
5278,566,1
5279,624,1
5280,650,1
5281,968,1
5282,287,1
5283,318,1
5284,531,1
5285,298,1
5286,558,1
5287,334,1
5288,581,1
5289,356,1
5290,791,1
5291,627,1
5292,794,1
5293,78,1
5294,658,1
5295,763,1
5296,804,1
5297,601,1
5298,468,1
5299,397,1
5300,652,1
5301,607,1
5302,32,1
5303,97,1
5304,714,1
5305,129,1
5306,829,1
5307,658,1
5308,530,1
5309,281,1
5310,434,1
5311,430,1
5312,574,1
5313,109,1
5314,407,1
5315,477,1
5316,931,1
5317,692,1
5318,329,1
5319,839,1
5320,465,1
5321,870,1
5322,708,1
5323,404,1
5324,823,1
5325,56,1
5326,754,1
5327,804,1
5328,637,1
5329,343,1
5330,430,1
5331,449,1
5332,886,1
5333,882,1
5334,945,1
5335,980,1
5336,122,1
5337,17,1
5338,733,1
5339,338,1
5340,692,1
5341,552,1
5342,549,1
5343,800,1
5344,301,1
5345,29,1
5346,260,1
5347,794,1
5348,961,1
5349,280,1
5350,794,1
5351,673,1
5352,468,1
5353,704,1
5354,714,1
5355,295,1
5356,97,1
5357,748,1
5358,521,1
5359,167,1
5360,1018,0
5361,335,1
5362,547,1
5363,441,1
5364,836,1
5365,484,1
5366,988,1
5367,669,1
5368,648,1
5369,413,1
5370,407,1
5371,103,1
5372,773,1
5373,678,1
5374,848,1
5375,272,1
5376,839,1
5377,91,1
5378,885,1
5379,316,1
5380,512,1
5381,365,1
5382,17,1
5383,222,1
5384,355,1
5385,385,1
5386,511,1
5387,402,1
5388,7,1
5389,685,1
5390,796,1
5391,430,1
5392,458,1
5393,1011,0
5394,205,1
5395,270,1
5396,773,1
5397,244,1
5398,413,1
5399,90,1
5400,976,1
5401,140,1
5402,235,1
5403,460,1
5404,803,1
5405,137,1
5406,338,1
5407,787,1
5408,890,1
5409,775,1
5410,526,1
5411,24,1
5412,728,1
5413,673,1
5414,328,1
5415,600,1
5416,707,1
5417,145,1
5418,549,1
5419,593,1
5420,326,1
5421,62,1
5422,212,1
5423,635,1
5424,513,1
5425,167,1
5426,429,1
5427,155,1
5428,677,1
5429,788,1
5430,123,1
5431,73,1
5432,309,1
5433,13,1
5434,689,1
5435,651,1
5436,966,1
5437,970,1
5438,389,1
5439,101,1
5440,59,1
5441,426,1
5442,69,1
5443,435,1
5444,415,1
5445,147,1
5446,498,1
5447,629,1
5448,370,1
5449,303,1
5450,214,1
5451,439,1
5452,26,1
5453,944,1
5454,704,1
5455,865,1
5456,80,1
5457,933,1
5458,136,1
5459,43,1
5460,508,1
5461,911,1
5462,132,1
5463,662,1
5464,451,1
5465,437,1
5466,598,1
5467,449,1
5468,823,1
5469,383,1
5470,320,1
5471,709,1
5472,577,1
5473,556,1
5474,724,1
5475,178,1
5476,740,1
5477,284,1
5478,495,1
5479,930,1
5480,825,1
5481,197,1
5482,1019,0
5483,500,1
5484,750,1
5485,835,1
5486,232,1
5487,480,1
5488,127,1
5489,36,1
5490,292,1
5491,432,1
5492,81,1
5493,891,1
5494,266,1
5495,929,1
5496,168,1
5497,804,1
5498,203,1
5499,92,1
5500,735,1
5501,109,1
5502,78,1
5503,611,1
5504,592,1
5505,72,1
5506,661,1
5507,520,1
5508,885,1
5509,125,1
5510,848,1
5511,769,1
5512,493,1
5513,844,1
5514,622,1
5515,382,1
5516,694,1
5517,125,1
5518,350,1
5519,631,1
5520,769,1
5521,266,1
5522,992,1
5523,533,1
5524,70,1
5525,783,1
5526,670,1
5527,873,1
5528,994,1
5529,463,1
5530,415,1
5531,612,1
5532,679,1
5533,706,1
5534,422,1
5535,115,1
5536,701,1
5537,339,1
5538,410,1
5539,864,1
5540,493,1
5541,964,1
5542,87,1
5543,155,1
5544,117,1
5545,425,1
5546,776,1
5547,322,1
5548,221,1
5549,88,1
5550,111,1
5551,701,1
5552,98,1
5553,267,1
5554,468,1
5555,379,1
5556,779,1
5557,403,1
5558,198,1
5559,452,1
5560,781,1
5561,80,1
5562,334,1
5563,916,1
5564,899,1
5565,674,1
5566,736,1
5567,399,1
5568,60,1
5569,405,1
5570,346,1
5571,928,1
5572,613,1
5573,961,1
5574,168,1
5575,905,1
5576,635,1
5577,439,1
5578,976,1
5579,624,1
5580,624,1
5581,702,1
5582,984,1
5583,983,1
5584,844,1
5585,6,1
5586,508,1
5587,78,1
5588,344,1
5589,1005,0
5590,92,1
5591,358,1
5592,250,1
5593,215,1
5594,163,1
5595,154,1
5596,267,1
5597,671,1
5598,115,1
5599,980,1
5600,828,1
5601,965,1
5602,771,1
5603,657,1
5604,593,1
5605,1009,0
5606,840,1
5607,13,1
5608,967,1
5609,362,1
5610,37,1
5611,866,1
5612,575,1
5613,136,1
5614,279,1
5615,131,1
5616,961,1
5617,562,1
5618,571,1
5619,906,1
5620,969,1
5621,449,1
5622,325,1
5623,598,1
5624,603,1
5625,127,1
5626,910,1
5627,807,1
5628,385,1
5629,834,1
5630,840,1
5631,437,1
5632,72,1
5633,335,1
5634,788,1
5635,671,1
5636,957,1
5637,299,1
5638,985,1
5639,604,1
5640,538,1
5641,916,1
5642,980,1
5643,36,1
5644,706,1
5645,298,1
5646,157,1
5647,114,1
5648,446,1
5649,827,1
5650,93,1
5651,829,1
5652,689,1
5653,575,1
5654,388,1
5655,983,1
5656,103,1
5657,938,1
5658,649,1
5659,214,1
5660,945,1
5661,517,1
5662,636,1
5663,1017,0
5664,848,1
5665,902,1
5666,436,1
5667,688,1
5668,101,1
5669,838,1
5670,669,1
5671,149,1
5672,780,1
5673,231,1
5674,134,1
5675,892,1
5676,662,1
5677,62,1
5678,24,1
5679,842,1
5680,471,1
5681,255,1
5682,62,1
5683,919,1
5684,282,1
5685,92,1
5686,161,1
5687,932,1
5688,73,1
5689,394,1
5690,263,1
5691,248,1
5692,985,1
5693,270,1
5694,309,1
5695,1013,0
5696,592,1
5697,559,1
5698,419,1
5699,198,1
5700,185,1
5701,173,1
5702,660,1
5703,484,1
5704,401,1
5705,724,1
5706,437,1
5707,212,1
5708,97,1
5709,631,1
5710,719,1
5711,415,1
5712,259,1
5713,236,1
5714,917,1
5715,883,1
5716,366,1
5717,689,1
5718,710,1
5719,497,1
5720,506,1
5721,24,1
5722,151,1
5723,661,1
5724,947,1
5725,289,1
5726,915,1
5727,458,1
5728,303,1
5729,700,1
5730,718,1
5731,1021,0
5732,421,1
5733,113,1
5734,955,1
5735,1022,0
5736,172,1
5737,301,1
5738,183,1
5739,860,1
5740,711,1
5741,144,1
5742,401,1
5743,360,1
5744,624,1
5745,616,1
5746,253,1
5747,632,1
5748,896,1
5749,776,1
5750,882,1
5751,515,1
5752,875,1
5753,907,1
5754,533,1
5755,132,1
5756,899,1
5757,611,1
5758,827,1
5759,689,1
5760,398,1
5761,147,1
5762,195,1
5763,210,1
5764,475,1
5765,124,1
5766,589,1
5767,430,1
5768,166,1
5769,1011,0
5770,196,1
5771,877,1
5772,83,1
5773,556,1
5774,763,1
5775,557,1
5776,930,1
5777,310,1
5778,84,1
5779,709,1
5780,476,1
5781,270,1
5782,897,1
5783,33,1
5784,891,1
5785,261,1
5786,615,1
5787,361,1
5788,168,1
5789,560,1
5790,876,1
5791,939,1
5792,422,1
5793,8,1
5794,347,1
5795,635,1
5796,794,1
5797,220,1
5798,37,1
5799,671,1
5800,622,1
5801,95,1
5802,422,1
5803,889,1
5804,857,1
5805,582,1
5806,804,1
5807,932,1
5808,783,1
5809,746,1
5810,200,1
5811,523,1
5812,558,1
5813,242,1
5814,911,1
5815,347,1
5816,461,1
5817,957,1
5818,973,1
5819,302,1
5820,838,1
5821,293,1
5822,707,1
5823,935,1
5824,954,1
5825,814,1
5826,621,1
5827,700,1
5828,2,1
5829,974,1
5830,966,1
5831,136,1
5832,162,1
5833,657,1
5834,70,1
5835,321,1
5836,978,1
5837,641,1
5838,891,1
5839,961,1
5840,450,1
5841,500,1
5842,956,1
5843,972,1
5844,328,1
5845,507,1
5846,843,1
5847,111,1
5848,771,1
5849,215,1
5850,790,1
5851,375,1
5852,765,1
5853,18,1
5854,149,1
5855,872,1
5856,241,1
5857,161,1
5858,588,1
5859,253,1
5860,464,1
5861,1000,1
5862,203,1
5863,185,1
5864,416,1
5865,706,1
5866,14,1
5867,715,1
5868,907,1
5869,800,1
5870,956,1
5871,992,1
5872,739,1
5873,536,1
5874,563,1
5875,242,1
5876,0,1
5877,842,1
5878,769,1
5879,683,1
5880,922,1
5881,372,1
5882,185,1
5883,65,1
5884,70,1
5885,910,1
5886,109,1
5887,700,1
5888,679,1
5889,528,1
5890,127,1
5891,433,1
5892,864,1
5893,678,1
5894,524,1
5895,778,1
5896,285,1
5897,247,1
5898,836,1
5899,580,1
5900,236,1
5901,729,1
5902,164,1
5903,83,1
5904,167,1
5905,628,1
5906,181,1
5907,433,1
5908,154,1
5909,367,1
5910,767,1
5911,45,1
5912,796,1
5913,232,1
5914,167,1
5915,179,1
5916,236,1
5917,227,1
5918,614,1
5919,772,1
5920,966,1
5921,550,1
5922,638,1
5923,432,1
5924,821,1
5925,847,1
5926,163,1
5927,636,1
5928,208,1
5929,480,1
5930,93,1
5931,482,1
5932,377,1
5933,388,1
5934,258,1
5935,622,1
5936,470,1
5937,982,1
5938,14,1
5939,105,1
5940,406,1
5941,271,1
5942,714,1
5943,720,1
5944,473,1
5945,2,1
5946,708,1
5947,930,1
5948,842,1
5949,826,1
5950,456,1
5951,435,1
5952,694,1
5953,99,1
5954,60,1
5955,527,1
5956,331,1
5957,580,1
5958,356,1
5959,848,1
5960,675,1
5961,677,1
5962,60,1
5963,80,1
5964,1010,0
5965,716,1
5966,150,1
5967,397,1
5968,803,1
5969,168,1
5970,95,1
5971,375,1
5972,209,1
5973,244,1
5974,718,1
5975,292,1
5976,649,1
5977,177,1
5978,268,1
5979,939,1
5980,437,1
5981,761,1
5982,531,1
5983,479,1
5984,607,1
5985,105,1
5986,948,1
5987,44,1
5988,151,1
5989,880,1
5990,528,1
5991,1001,0
5992,512,1
5993,140,1
5994,628,1
5995,850,1
5996,605,1
5997,218,1
5998,462,1
5999,854,1
6000,779,1
6001,687,1
6002,1011,0
6003,682,1
6004,88,1
6005,838,1
6006,136,1
6007,295,1
6008,874,1
6009,264,1
6010,571,1
6011,571,1
6012,252,1
6013,968,1
6014,375,1
6015,214,1
6016,678,1
6017,456,1
6018,57,1
6019,59,1
6020,334,1
6021,308,1
6022,631,1
6023,589,1
6024,430,1
6025,998,1
6026,387,1
6027,485,1
6028,490,1
6029,87,1
6030,900,1
6031,156,1
6032,256,1
6033,358,1
6034,89,1
6035,98,1
6036,427,1
6037,945,1
6038,1013,0
6039,37,1
6040,978,1
6041,912,1
6042,1002,0
6043,282,1
6044,518,1
6045,905,1
6046,139,1
6047,236,1
6048,954,1
6049,264,1
6050,759,1
6051,437,1
6052,294,1
6053,976,1
6054,385,1
6055,107,1
6056,277,1
6057,711,1
6058,172,1
6059,79,1
6060,375,1
6061,191,1
6062,31,1
6063,483,1
6064,105,1
6065,172,1
6066,680,1
6067,55,1
6068,605,1
6069,623,1
6070,428,1
6071,526,1
6072,598,1
6073,992,1
6074,89,1
6075,667,1
6076,946,1
6077,591,1
6078,835,1
6079,413,1
6080,738,1
6081,689,1
6082,502,1
6083,225,1
6084,218,1
6085,905,1
6086,115,1
6087,459,1
6088,3,1
6089,9,1
6090,132,1
6091,608,1
6092,936,1
6093,494,1
6094,467,1
6095,259,1
6096,303,1
6097,898,1
6098,135,1
6099,395,1
6100,716,1
6101,772,1
6102,224,1
6103,562,1
6104,860,1
6105,548,1
6106,1011,0
6107,371,1
6108,288,1
6109,0,1
6110,627,1
6111,568,1
6112,211,1
6113,146,1
6114,294,1
6115,208,1
6116,636,1
6117,966,1
